index,area,axon_rad_loc,d,fiberD_p,fiberType,new_angle,orig_angle,r,tjn_x,tjn_y,tjn_z,type,x,y,z,soma_x,soma_y,soma_z,xshift
1995,4422.6147932948215,1147.1333604800218,75.04030947,12.4,Aa,89.07603267711427,158.30348308598258,37.52015474,-109.3083414,-399.9038604,-1075.170614,soma,-109.3083414,422.5093457070675,-1061.907005,-109,422.4379027215265,-1061.757426,
1996,6330.523748825581,748.6651690493055,89.77902414200001,17.7,Aa,42.780246731992676,75.96713478876644,44.889512071000006,-672.7844986,687.4922848,-296.4015749,soma,-672.7844986,1251.143534642657,312.7075046662917,-673,1250.6609565986232,313.1389018601142,
1997,5315.932360531068,1327.9764063707428,82.27062233000002,15,Aa,227.8853399263986,163.55096753177224,41.13531116500001,-158.8155768,1025.5068972411377,-843.7161487,soma,-158.8155768,412.6761900863121,-1397.736073,-159,413.1728261778028,-1398.00634,
1998,3791.325992121761,797.0567345985628,69.47853035,10.4,Aa,165.79551751631953,202.6871506636976,34.73926518,-436.640014,-695.8546298,-388.6975333,soma,-436.640014,-494.7043621,-1183.374218,-437,-494.8359843,-1183.655244,
1999,5173.1539830778365,743.8626395752353,81.15826650599999,14.6,Aa,81.68005441925243,107.6403951,40.57913325,-260.0944215,510.0813927372292,-541.4319896,soma,-260.0944215,1326.9716989194685,-421.9701424,-260,1326.9105523538437,-421.5386994,
2000,5424.291632450366,575.6296039939108,83.1048892,15.3,Aa,217.43569762488815,203.2962836744025,41.5524446,589.3941494629795,-27.7384029,-574.9608874,soma,589.3941494629795,-530.1753951,-1231.273323,589,-530.4612311,-1231.282641,
2001,5718.594596472561,1319.6781374092295,85.32960085,16.1,Aa,167.8507782145701,32.43526608944086,42.66480042,-197.8125773,145.1678405086218,1311.6694265088126,soma,-197.8125773,319.35691771426445,502.54200314368467,-198,319.22344048904154,502.87489110647493,
2002,5424.291632450366,1039.7014914720994,83.1048892,15.3,Aa,101.6578740704697,43.754516613412285,41.5524446,-1711.202916,25.736343189550094,1039.3829092343867,soma,-1711.202916,835.2383684626931,872.3637044965393,-1711,835.5254642402609,871.9537509465421,
2003,5793.385088744183,1278.785133026003,85.88577876,16.3,Aa,67.53667786118861,174.74805682051303,42.94288938,-1360.425881,-695.5633404,-1073.071785,soma,-1360.425881,69.55881744,-756.7214861,-1360,69.10202407513418,-756.643022,
2004,5315.932360531068,349.1308964182825,82.27062233000002,15,Aa,57.715871465191185,38.81005910998157,41.13531116500001,1078.929496940335,-68.10293505,342.42425888186335,soma,1078.929496940335,630.3199707875674,783.6781505913717,1079,630.4147920588913,783.2388696932267,
2005,5982.487134138873,831.3004114503734,87.27622353800001,16.8,Aa,118.0592374,53.98820141343102,43.638111769000005,272.8494424519328,-140.1789765,819.3962586056323,soma,272.8494424519328,591.0624535409802,429.61799955871396,273,591.2731336361427,429.2086322238623,
2006,5533.744180509135,899.8110802032561,83.93915606600001,15.6,Aa,251.1582493509655,186.29933302097183,41.969578033000005,-1867.392015,689.3304845682575,-578.3454531,soma,-1867.392015,-93.32524903,-845.4197604,-1867,-93.64400865,-845.1111737,
2007,5570.471313448604,1319.741196451633,84.21724502,15.7,Aa,290.9217540099121,5.593398506,42.10862251,-1060.912336,896.3643990739812,968.6318648920906,soma,-1060.912336,123.78790738897396,1263.986292534085,-1061,123.3978357124746,1264.360489098678,
2008,5497.138523,785.7719803066557,83.66106711,15.5,Aa,13.295695694504733,301.7327022328474,41.83053356,1818.7361696576208,-452.1617267,-642.6409401,soma,1818.7361696576208,-262.0100294,162.0273538,1819,-261.8289773,161.67147525572614,
2009,5644.290004707365,287.06461323267706,84.77342293,15.9,Aa,187.2241514215897,193.4004823,42.38671147,406.2140459562063,-149.8432882,-244.8531829,soma,406.2140459562063,-253.8883424,-1065.671919,406,-254.0852483,-1065.850356,
2010,4997.414202,1168.198724601416,79.76782172600001,14.1,Aa,353.6952116918315,111.54795289549318,39.883910863000004,1136.854727655061,580.9222914728334,-1013.517415,soma,1136.854727655061,490.33570342758634,-193.6225829,1137,490.4277465872426,-194.0653926,
2011,5032.319207650329,920.4365526,80.04591068,14.2,Aa,163.81700869770702,66.49242239709662,40.02295534,1444.4969035214194,60.063244436330926,918.4747432252144,soma,1444.4969035214194,290.0021112874056,126.14211462101412,1444,289.93389765353675,125.64795369050341,
